jci_name,description,sensor_type,sensor_error,unit,type,data_type,name
BONNER.4TH-FLR.RM-4121.VAV-4121.FUME2-ALM,Fume Hood 2 alarm,fume hood alarm,,98,Analog Input,0,NAE 109 FC 2 AH3 FEC 004 FUME2 ALM
BONNER.4TH-FLR.RM-4305.VAV-4305.FUME1-ALM,Fume Hood 1 Alarm,fume hood alarm,,98,Analog Input,0,NAE 110 FC 1 AH1 FEC 023 FUME1 ALM
BONNER.4TH-FLR.RM-4305.VAV-4305.FUME2-ALM,Fume Hood 2 alarm,fume hood alarm,,98,Analog Input,0,NAE 110 FC 1 AH1 FEC 023 FUME2 ALM
BONNER.1ST-FLR.RM-1449.VAV-1449.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 107 FC 1 AH1 FEC 015 FUME1 SASH
BONNER.1ST-FLR.RM-1402.VAV-1402.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 107 FC 1 AH1 FEC 022 FUME1 SASH
BONNER.1ST-FLR.RM-1413.VAV-1413.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 107 FC 1 AH1 FEC 023 FUME1 SASH
BONNER.2ND-FLR.RM-2129.VAV-2129.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 107 FC 2 AH3 FEC 004 FUME1 SASH
BONNER.2ND-FLR.RM-2213.VAV-2213.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 107 FC 2 AH3 FEC 018 FUME1 SASH
BONNER.2ND-FLR.RM-2129B.VAV-2129B.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 107 FC 2 AH3 FEC 028 FUME1 SASH
BONNER.2ND-FLR.RM-2325.VAV-2325.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 108 FC 1 AH1 FEC 012 FUME1 SASH
BONNER.3RD-FLR.RM-3125.VAV-3125.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 108 FC 2 AH3 FEC 006 FUME1 SASH
BONNER.3RD-FLR.RM-3417.VAV-3417.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 109 FC 1 AH1 FEC 019 FUME1 SASH
BONNER.3RD-FLR.RM-3417.VAV-3417.FUME2-SASH,Fume Hood 2 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 109 FC 1 AH1 FEC 019 FUME2 SASH
BONNER.4TH-FLR.RM-4121.VAV-4121.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 109 FC 2 AH3 FEC 004 FUME1 SASH
BONNER.4TH-FLR.RM-4121.VAV-4121.FUME2-SASH,Fume Hood 2 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 109 FC 2 AH3 FEC 004 FUME2 SASH
BONNER.4TH-FLR.RM-4305.VAV-4305.FUME1-SASH,Fume Hood 1 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 110 FC 1 AH1 FEC 023 FUME1 SASH
BONNER.4TH-FLR.RM-4305.VAV-4305.FUME2-SASH,Fume Hood 2 Sash Position,fume hood sash position,,98,Analog Input,0,NAE 110 FC 1 AH1 FEC 023 FUME2 SASH
BONNER.BASEMENT.AHU-1.SF-1.HAND-AUTO,Hand/Auto,hand auto,,,Binary Input,3,NAE 57 N2 1 VFD 081 HAND AUTO
BONNER.BASEMENT.AHU-1.SF-2.HAND-AUTO,Hand/Auto,hand auto,,,Binary Input,3,NAE 57 N2 1 VFD 082 HAND AUTO
BONNER.BASEMENT.AHU-3.SF-1.HAND-AUTO,Hand/Auto,hand auto,,,Binary Input,3,NAE 57 N2 2 VFD 095 HAND AUTO
BONNER.BASEMENT.AHU-3.SF-2.HAND-AUTO,Hand/Auto,hand auto,,,Binary Input,3,NAE 57 N2 2 VFD 096 HAND AUTO
BONNER.EF1-1.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 004 HAND AUTO
BONNER.EF1-3.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 005 HAND AUTO
BONNER.EF2-1.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 006 HAND AUTO
BONNER.EF2-3.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 007 HAND AUTO
BONNER.EF3-1.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 008 HAND AUTO
BONNER.EF3-2.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 009 HAND AUTO
BONNER.EF3-3.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 010 HAND AUTO
BONNER.EF4-1.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 011 HAND AUTO
BONNER.EF4-2.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 012 HAND AUTO
BONNER.EF4-3.VFD.HAND-AUTO,Hand/Auto,hand auto,,,Binary Value,5,NAE 110 FC 2 VFD 013 HAND AUTO
BH.PLANT.HX-IT,Heat Exchanger Integral Time,heat exchanger integral time,,73,Analog Output,1,NAE 57 N2 2 UNT 9 Tuning HX IT
BH.PLANT.HX-PB,Heat Exchanger Proportional Band,heat exchanger prop band,,64,Analog Output,1,NAE 57 N2 2 UNT 9 Tuning HX PB
BH.PLANT.HX-SP,Heat Exchanger Setpoint,heat exchanger supply temperature setpoint,,64,Analog Output,1,NAE 57 N2 2 UNT 9 HX SP
BH.PLANT.HE1-SYS,HE-1 ENABLE SWITCH,heat exchanger system enable,,,Binary Value,5,NAE 57 Programming Binary Data BHPLANT HE1 SYS
BH.PLANT.HE1VLV-CMD,Heat Exchanger-1 Control Valve Command,heat exchanger valve command,,264,Analog Output,1,NAE 57 N2 2 UNT 9 HE1VLV CMD
BH.1STFLR.RM-1511.VAV-5.HTGVLV-CMD,Heating Command,heating valve command,heating command,98,Analog Output,1,NAE 57 N2 1 VAV 5 HTGVLV CMD
BH.1STFLR.RM-1502.VAV-8.HTGVLV-CMD,Heating Command,heating valve command,heating command,98,Analog Output,1,NAE 57 N2 1 VAV 8 HTGVLV CMD
BH.1STFLR.RM-1506.VAV-10.HTGVLV-CMD,Heating Command,heating valve command,heating command,98,Analog Output,1,NAE 57 N2 1 VAV 10 HTGVLV CMD
BH.AHU-2.HTGVLV-CMD,Heating Command,heating valve command,heating command,264,Analog Output,1,NAE 57 N2 2 AHU 2 HTGVLV CMD
BONNER.1ST-FLR.RM-1106.VAV-1106.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH3 SAV 004 HTG DMD
BONNER.1ST-FLR.RM-1241.VAV-1241.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 005 HTG DMD
BONNER.1ST-FLR.RM-1005.VAV-1005.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 006 HTG DMD
BONNER.1ST-FLR.RM-C1000.VAV-C1000.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 007 HTG DMD
BONNER.1ST-FLR.RM-1449A.VAV-1449A.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 008 HTG DMD
BONNER.1ST-FLR.RM-1425.VAV-1425.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 009 HTG DMD
BONNER.1ST-FLR.RM-1449B.VAV-1449B.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 010 HTG DMD
BONNER.1ST-FLR.RM-1329.VAV-1329-1A.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 011 HTG DMD
BONNER.1ST-FLR.RM-1423.VAV-1423.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 014 HTG DMD
BONNER.1ST-FLR.RM-1309.VAV-1309-1A.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 016 HTG DMD
BONNER.1ST-FLR.RM-1404.VAV-1404.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 1 AH1 SAV 021 HTG DMD
BONNER.2ND-FLR.RM-2235.VAV-2235.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 007 HTG DMD
BONNER.2ND-FLR.RM-2235A.VAV-2235A.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 008 HTG DMD
BONNER.2ND-FLR.RM-2229.VAV-2229.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 009 HTG DMD
BONNER.2ND-FLR.RM-2222.VAV-2222.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 011 HTG DMD
BONNER.2ND-FLR.RM-2121.VAV-2121-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 014 HTG DMD
BONNER.2ND-FLR.RM-2206.VAV-2206.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 023 HTG DMD
BONNER.2ND-FLR.RM-2201.VAV-2201.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 024 HTG DMD
BONNER.2ND-FLR.RM-2145B.VAV-2145B.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 030 HTG DMD
BONNER.2ND-FLR.RM-2229C.VAV-2229-3.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 035 HTG DMD
BONNER.2ND-FLR.RM-2001.VAV-2001.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 012 HTG DMD
BONNER.2ND-FLR.RM-2000.VAV-2000.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 1 AH3 SAV 009 HTG DMD
BONNER.2ND-FLR.RM-2002.VAV-2002.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 011 HTG DMD
BONNER.2ND-FLR.RM-2417.VAV-2417-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 013 HTG DMD
BONNER.2ND-FLR.RM-2422.VAV-2422.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 017 HTG DMD
BONNER.2ND-FLR.RM-2317.VAV-2317-3.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 022 HTG DMD
BONNER.2ND-FLR.RM-2406.VAV-2406.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 027 HTG DMD
BONNER.2ND-FLR.RM-2401.VAV-2401-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 028 HTG DMD
BONNER.3RD-FLR.RM-3113.VAV-3113-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 012 HTG DMD
BONNER.3RD-FLR.RM-3205.VAV-3205-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 017 HTG DMD
BONNER.3RD-FLR.RM-3206.VAV-3206.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 021 HTG DMD
BONNER.3RD-FLR.RM-3114.VAV-3114.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 022 HTG DMD
BONNER.3RD-FLR.RM-3222.VAV-3222-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 028 HTG DMD
BONNER.3RD-FLR.RM-3222.VAV-3222-2.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 029 HTG DMD
BONNER.3RD-FLR.RM-3221.VAV-3221-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 030 HTG DMD
BONNER.2ND-FLR.RM-2310.VAV-2310.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 1 AH1 SAV 034 HTG DMD
BONNER.3RD-FLR.RM-3130.VAV-3130.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 108 FC 2 AH3 SAV 025 HTG DMD
BONNER.3RD-FLR.RM-3000.VAV-3000.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH3 SAV 009 HTG DMD
BONNER.3RD-FLR.RM-3002.VAV-TM3002.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 010 HTG DMD
BONNER.3RD-FLR.RM-3329.VAV-3329.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 011 HTG DMD
BONNER.3RD-FLR.RM-3318.VAV-3318.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 014 HTG DMD
BONNER.3RD-FLR.RM-3317.VAV-3317-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 015 HTG DMD
BONNER.3RD-FLR.RM-3422.VAV-3422.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 018 HTG DMD
BONNER.3RD-FLR.RM-3401.VAV-3401-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 023 HTG DMD
BONNER.3RD-FLR.RM-3406.VAV-3406.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH1 SAV 031 HTG DMD
BONNER.4TH-FLR.RM-4221.VAV-4221-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 005 HTG DMD
BONNER.4TH-FLR.RM-4222.VAV-4222.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 009 HTG DMD
BONNER.4TH-FLR.RM-4126.VAV-4126.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 010 HTG DMD
BONNER.4TH-FLR.RM-4141.VAV-4141.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 011 HTG DMD
BONNER.4TH-FLR.RM-4145.VAV-4145.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 014 HTG DMD
BONNER.4TH-FLR.RM-4105.VAV-4105-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 019 HTG DMD
BONNER.4TH-FLR.RM-4205.VAV-4205-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 023 HTG DMD
BONNER.4TH-FLR.RM-4206.VAV-4206.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 029 HTG DMD
BONNER.4TH-FLR.RM-4110.VAV-4110.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 2 AH3 SAV 034 HTG DMD
BONNER.3RD-FLR.RM-3105.VAV-3105.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 109 FC 1 AH3 SAV 004 HTG DMD
BONNER.4TH-FLR.RM-4000.VAV-4000-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 008 HTG DMD
BONNER.4TH-FLR.RM-TM4002.VAV-TM4002.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AHX SAV 010 HTG DMD
BONNER.4TH-FLR.RM-4325A.VAV-4325A.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 013 HTG DMD
BONNER.4TH-FLR.RM-4325.VAV-4325.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 018 HTG DMD
BONNER.4TH-FLR.RM-4417.VAV-4417-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 020 HTG DMD
BONNER.4TH-FLR.RM-4422.VAV-4422.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 022 HTG DMD
BONNER.4TH-FLR.RM-4401.VAV-4401-1.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 030 HTG DMD
BONNER.4TH-FLR.RM-4310.VAV-4310.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 034 HTG DMD
BONNER.4TH-FLR.RM-4406.VAV-4406.HTG-DMD,Heating Demand,heating demand,,95,Analog Value,2,NAE 110 FC 1 AH1 SAV 035 HTG DMD
BH.AHU1.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 AHU 1 Tuning HTG IT
BH.BASEMENT.ARHALL.VAV-1.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 1 Tuning HTG IT
BH.BASEMENT.RM-1229.VAV-2.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 2 Tuning HTG IT
BH.BASEMENT.RM-1212.VAV-3.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 3 Tuning HTG IT
BH.BASEMENT.RM-1230.VAV-4.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 4 Tuning HTG IT
BH.1STFLR.RM-1511.VAV-5.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 5 Tuning HTG IT
BH.1STFLR.RM-1502.VAV-8.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 8 Tuning HTG IT
BH.1STFLR.RM-1506.VAV-10.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 10 Tuning HTG IT
BH.BASEMENT.RM-1226.VAV-53.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 53 Tuning HTG IT
BH.BASEMENT.RM-1222.VAV-54.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 54 Tuning HTG IT
BH.BASEMENT.RM-1223.VAV-55.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 55 Tuning HTG IT
BH.BASEMENT.RM-1217.VAV-56.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 56 Tuning HTG IT
BH.BASEMENT.RM-1215.VAV-57.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 57 Tuning HTG IT
BH.BASEMENT.RM-1213.VAV-58.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 58 Tuning HTG IT
BH.BASEMENT.RM-1211A.VAV-59.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 59 Tuning HTG IT
BH.BASEMENT.RM-1211B.VAV-60.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 60 Tuning HTG IT
BH.BASEMENT.RM-1211C.VAV-61.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 1 VAV 61 Tuning HTG IT
BH.AHU-2.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 2 AHU 2 Tuning HTG IT
BH.AHU-3.HTG-IT,Heating Integral Time,heating integral time,,73,Analog Output,1,NAE 57 N2 2 AHU 3 Tuning HTG IT
AV2,MIN_THERM_FLOW,heating minimum flow,,95,Analog Value,2,NAE 107 FC 2 AH3 SAV 008 AV2
AV1,,heating minimum flow,,73,Analog Value,2,NAE 108 FC 1 AH1 VMA 032 AV1
AV1,,heating minimum flow,,73,Analog Value,2,NAE 108 FC 1 AH1 VMA 025 AV1
BH.AHU1.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 AHU 1 Tuning HTG PB
BH.BASEMENT.ARHALL.VAV-1.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 VAV 1 Tuning HTG PB
BH.BASEMENT.RM-1229.VAV-2.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 VAV 2 Tuning HTG PB
BH.BASEMENT.RM-1212.VAV-3.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 VAV 3 Tuning HTG PB
BH.BASEMENT.RM-1230.VAV-4.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 VAV 4 Tuning HTG PB
BH.1STFLR.RM-1511.VAV-5.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 VAV 5 Tuning HTG PB
BH.1STFLR.RM-1502.VAV-8.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 VAV 8 Tuning HTG PB
BH.1STFLR.RM-1506.VAV-10.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 VAV 10 Tuning HTG PB
BH.BASEMENT.RM-1226.VAV-53.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 VAV 53 Tuning HTG PB
BH.BASEMENT.RM-1222.VAV-54.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 VAV 54 Tuning HTG PB
BH.BASEMENT.RM-1223.VAV-55.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 VAV 55 Tuning HTG PB
BH.BASEMENT.RM-1217.VAV-56.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 VAV 56 Tuning HTG PB
BH.BASEMENT.RM-1215.VAV-57.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 VAV 57 Tuning HTG PB
BH.BASEMENT.RM-1213.VAV-58.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 VAV 58 Tuning HTG PB
BH.BASEMENT.RM-1211A.VAV-59.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 VAV 59 Tuning HTG PB
BH.BASEMENT.RM-1211B.VAV-60.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 VAV 60 Tuning HTG PB
BH.BASEMENT.RM-1211C.VAV-61.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 1 VAV 61 Tuning HTG PB
BH.AHU-2.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 2 AHU 2 Tuning HTG PB
BH.AHU-3.HTG-PB,Heating Proportional Band,heating prop band,,64,Analog Output,1,NAE 57 N2 2 AHU 3 Tuning HTG PB
BH.BASEMENT.ARHALL.VAV-1.HTGVLV-CMD,Heating Valve Command,heating valve command,,98,Analog Output,1,NAE 57 N2 1 VAV 1 HTGVLV CMD
BH.BASEMENT.RM-1229.VAV-2.HTGVLV-CMD,Heating Valve Command,heating valve command,,98,Analog Output,1,NAE 57 N2 1 VAV 2 HTGVLV CMD
BH.BASEMENT.RM-1212.VAV-3.HTGVLV-CMD,Heating Valve Command,heating valve command,,98,Analog Output,1,NAE 57 N2 1 VAV 3 HTGVLV CMD
BH.BASEMENT.RM-1230.VAV-4.HTGVLV-CMD,Heating Valve Command,heating valve command,,98,Analog Output,1,NAE 57 N2 1 VAV 4 HTGVLV CMD
BH.BASEMENT.RM-1226.VAV-53.HTGVLV-CMD,Heating Valve Command,heating valve command,,98,Analog Output,1,NAE 57 N2 1 VAV 53 HTGVLV CMD
BH.BASEMENT.RM-1222.VAV-54.HTGVLV-CMD,Heating Valve Command,heating valve command,,98,Analog Output,1,NAE 57 N2 1 VAV 54 HTGVLV CMD
BH.BASEMENT.RM-1223.VAV-55.HTGVLV-CMD,Heating Valve Command,heating valve command,,98,Analog Output,1,NAE 57 N2 1 VAV 55 HTGVLV CMD
BH.BASEMENT.RM-1217.VAV-56.HTGVLV-CMD,Heating Valve Command,heating valve command,,98,Analog Output,1,NAE 57 N2 1 VAV 56 HTGVLV CMD
BH.BASEMENT.RM-1215.VAV-57.HTGVLV-CMD,Heating Valve Command,heating valve command,,98,Analog Output,1,NAE 57 N2 1 VAV 57 HTGVLV CMD
BH.BASEMENT.RM-1213.VAV-58.HTGVLV-CMD,Heating Valve Command,heating valve command,,98,Analog Output,1,NAE 57 N2 1 VAV 58 HTGVLV CMD
BH.BASEMENT.RM-1211A.VAV-59.HTGVLV-CMD,Heating Valve Command,heating valve command,,98,Analog Output,1,NAE 57 N2 1 VAV 59 HTGVLV CMD
BH.BASEMENT.RM-1211B.VAV-60.HTGVLV-CMD,Heating Valve Command,heating valve command,,98,Analog Output,1,NAE 57 N2 1 VAV 60 HTGVLV CMD
BH.BASEMENT.RM-1211C.VAV-61.HTGVLV-CMD,Heating Valve Command,heating valve command,,98,Analog Output,1,NAE 57 N2 1 VAV 61 HTGVLV CMD
BH.AHU1.HTGVLV-CMD,Heating Valve Command,heating valve command,,264,Analog Output,1,NAE 57 N2 1 AHU 1 HTGVLV CMD
BH.AHU-3.HTGVLV-CMD,Heating Valve Command,heating valve command,,264,Analog Output,1,NAE 57 N2 2 AHU 3 HTGVLV CMD
BONNER.1ST-FLR.RM-1106.VAV-1106.HTGVLV-CMD,Heating Valve Command,heating valve command,,95,Analog Output,1,NAE 107 FC 1 AH3 SAV 004 HTGVLV CMD
BONNER.1ST-FLR.RM-1241.VAV-1241.HTGVLV-CMD,Heating Valve Command,heating valve command,,95,Analog Output,1,NAE 107 FC 1 AH1 SAV 005 HTGVLV CMD
BONNER.1ST-FLR.RM-1005.VAV-1005.HTGVLV-CMD,Heating Valve Command,heating valve command,,95,Analog Output,1,NAE 107 FC 1 AH1 SAV 006 HTGVLV CMD
BONNER.1ST-FLR.RM-C1000.VAV-C1000.HTGVLV-CMD,Heating Valve Command,heating valve command,,95,Analog Output,1,NAE 107 FC 1 AH1 SAV 007 HTGVLV CMD
BONNER.1ST-FLR.RM-1449A.VAV-1449A.HTGVLV-CMD,Heating Valve Command,heating valve command,,95,Analog Output,1,NAE 107 FC 1 AH1 SAV 008 HTGVLV CMD
